county,births_2022,deaths_2022,domestic_mig_2022,gq_estimates_2022,international_mig_2022,n_pop_chg_2022,natural_chg_2022,net_mig_2022,pop_estimate_2022,r_birth_2022,r_death_2022,r_domestic_mig_2022,r_international_mig_2022,r_natural_chg_2022,r_net_mig_2022,residual_2022,civilian_labor_force_2022,employed_2022,med_hh_income_percent_of_state_total_2022,median_household_income_2022,unemployed_2022,unemployment_rate_2022,state
beauregard parish,505.0,469.0,-68.0,1060.0,4.0,-44.0,36.0,-64.0,36624.0,13.8,12.8,-1.9,0.1,1.0,-1.7,-16.0,,,,,,,
"beauregard parish, la",,,,,,,,,,,,,,,,,14548.0,14055.0,116.1,64394.0,493.0,3.4,
beaver county,58.0,63.0,10.0,52.0,22.0,25.0,-5.0,32.0,5019.0,11.6,12.6,2.0,4.4,-1.0,6.4,-2.0,,,,,,,
"beaver county, ok",,,,,,,,,,,,,,,,,2726.0,2675.0,108.0,64431.0,51.0,1.9,
"beaver county, pa",,,,,,,,,,,,,,,,,81464.0,77384.0,93.5,67135.0,4080.0,5.0,
"beaver county, ut",,,,,,,,,,,,,,,,,2853.0,2773.0,75.0,66394.0,80.0,2.8,
beaverhead county,86.0,129.0,233.0,414.0,-5.0,194.0,-43.0,228.0,9747.0,8.9,13.4,24.1,-0.5,-4.5,23.6,9.0,,,,,,,
"beaverhead county, mt",,,,,,,,,,,,,,,,,5330.0,5202.0,84.7,57497.0,128.0,2.4,
becker county,355.0,430.0,108.0,471.0,13.0,27.0,-75.0,121.0,35363.0,10.0,12.2,3.1,0.4,-2.1,3.4,-19.0,,,,,,,
"becker county, mn",,,,,,,,,,,,,,,,,19334.0,18789.0,81.9,67448.0,545.0,2.8,
beckham county,225.0,306.0,40.0,2394.0,-6.0,-56.0,-81.0,34.0,21976.0,10.2,13.9,1.8,-0.3,-3.7,1.5,-9.0,,,,,,,
"beckham county, ok",,,,,,,,,,,,,,,,,10439.0,10164.0,89.1,53119.0,275.0,2.6,
bedford county,470.0,718.0,193.0,313.0,15.0,-66.0,-248.0,208.0,47421.0,9.9,15.1,4.1,0.3,-5.2,4.4,-26.0,,,,,,,
"bedford county, pa",,,,,,,,,,,,,,,,,24372.0,23352.0,77.3,55517.0,1020.0,4.2,
"bedford county, tn",,,,,,,,,,,,,,,,,21613.0,20879.0,107.6,70185.0,734.0,3.4,
"bedford county, va",,,,,,,,,,,,,,,,,38331.0,37264.0,82.9,71135.0,1067.0,2.8,
bee county,311.0,398.0,224.0,7938.0,12.0,156.0,-87.0,236.0,30992.0,10.1,12.9,7.2,0.4,-2.8,7.6,7.0,,,,,,,
"bee county, tx",,,,,,,,,,,,,,,,,9206.0,8665.0,66.7,48176.0,541.0,5.9,
belknap county,468.0,853.0,479.0,897.0,12.0,106.0,-385.0,491.0,64705.0,7.2,13.2,7.4,0.2,-6.0,7.6,0.0,,,,,,,
"belknap county, nh",,,,,,,,,,,,,,,,,30876.0,30170.0,85.4,77531.0,706.0,2.3,
bell county,289.0,541.0,40.0,736.0,-2.0,-223.0,-252.0,38.0,23611.0,12.2,22.8,1.7,-0.1,-10.6,1.6,-9.0,,,,,,,
"bell county, ky",,,,,,,,,,,,,,,,,8074.0,7653.0,57.3,33923.0,421.0,5.2,
"bell county, tx",,,,,,,,,,,,,,,,,149152.0,142464.0,86.3,62412.0,6688.0,4.5,
belmont county,554.0,1087.0,170.0,3816.0,-3.0,-404.0,-533.0,167.0,65495.0,8.4,16.5,2.6,0.0,-8.1,2.5,-38.0,,,,,,,
"belmont county, oh",,,,,,,,,,,,,,,,,27464.0,26065.0,84.5,55573.0,1399.0,5.1,
beltrami county,577.0,526.0,-18.0,2149.0,21.0,30.0,51.0,3.0,46511.0,12.4,11.3,-0.4,0.5,1.1,0.1,-24.0,,,,,,,
"beltrami county, mn",,,,,,,,,,,,,,,,,25010.0,24228.0,72.7,59882.0,782.0,3.1,
ben hill county,206.0,291.0,19.0,273.0,4.0,-71.0,-85.0,23.0,17057.0,12.1,17.0,1.1,0.2,-5.0,1.3,-9.0,,,,,,,
"ben hill county, ga",,,,,,,,,,,,,,,,,5593.0,5343.0,56.6,41141.0,250.0,4.5,
benewah county,95.0,159.0,442.0,66.0,0.0,396.0,-64.0,442.0,10291.0,9.4,15.8,43.8,0.0,-6.3,43.8,18.0,,,,,,,
"benewah county, id",,,,,,,,,,,,,,,,,4290.0,4103.0,77.4,56188.0,187.0,4.4,
bennett county,42.0,40.0,-71.0,45.0,12.0,-56.0,2.0,-59.0,3333.0,12.5,11.9,-21.1,3.6,0.6,-17.6,1.0,,,,,,,
"bennett county, sd",,,,,,,,,,,,,,,,,1066.0,1032.0,69.6,49152.0,34.0,3.2,
bennington county,273.0,573.0,166.0,1461.0,66.0,-88.0,-300.0,232.0,37343.0,7.3,15.3,4.4,1.8,-8.0,6.2,-20.0,,,,,,,
"bennington county, vt",,,,,,,,,,,,,,,,,17761.0,17260.0,92.9,69249.0,501.0,2.8,
benson county,106.0,97.0,-11.0,48.0,5.0,-1.0,9.0,-6.0,5772.0,18.4,16.8,-1.9,0.9,1.6,-1.0,-4.0,,,,,,,
"benson county, nd",,,,,,,,,,,,,,,,,2325.0,2260.0,77.3,56605.0,65.0,2.8,
bent county,36.0,77.0,131.0,1326.0,0.0,100.0,-41.0,131.0,5439.0,6.7,14.3,24.3,0.0,-7.6,24.3,10.0,,,,,,,
"bent county, co",,,,,,,,,,,,,,,,,1755.0,1692.0,48.2,42958.0,63.0,3.6,
benton county,3882.0,2551.0,6089.0,3029.0,885.0,8525.0,1331.0,6974.0,302822.0,13.0,8.5,20.4,3.0,4.5,23.4,220.0,,,,,,,
"benton county, ar",,,,,,,,,,,,,,,,,151087.0,147613.0,155.6,86374.0,3474.0,2.3,
"benton county, ia",,,,,,,,,,,,,,,,,13104.0,12698.0,118.7,82762.0,406.0,3.1,
"benton county, in",,,,,,,,,,,,,,,,,4378.0,4269.0,93.2,62248.0,109.0,2.5,
"benton county, mn",,,,,,,,,,,,,,,,,21567.0,20860.0,86.8,71493.0,707.0,3.3,
"benton county, mo",,,,,,,,,,,,,,,,,7133.0,6864.0,79.5,51473.0,269.0,3.8,
"benton county, ms",,,,,,,,,,,,,,,,,3046.0,2900.0,81.9,43247.0,146.0,4.8,
"benton county, or",,,,,,,,,,,,,,,,,48739.0,47108.0,92.7,70117.0,1631.0,3.3,
"benton county, tn",,,,,,,,,,,,,,,,,6823.0,6543.0,77.6,50635.0,280.0,4.1,
"benton county, wa",,,,,,,,,,,,,,,,,105674.0,100627.0,93.3,85144.0,5047.0,4.8,
benzie county,144.0,246.0,178.0,193.0,7.0,90.0,-102.0,185.0,18327.0,7.9,13.5,9.7,0.4,-5.6,10.1,7.0,,,,,,,
"benzie county, mi",,,,,,,,,,,,,,,,,8798.0,8342.0,98.4,65846.0,456.0,5.2,
bergen county,9207.0,7554.0,-7177.0,10597.0,3777.0,-1843.0,1653.0,-3400.0,953540.0,9.6,7.9,-7.5,4.0,1.7,-3.6,-96.0,,,,,,,
"bergen county, nj",,,,,,,,,,,,,,,,,504861.0,487201.0,118.2,113885.0,17660.0,3.5,
berkeley county,2858.0,2166.0,6555.0,4250.0,583.0,8095.0,692.0,7138.0,244952.0,11.9,9.0,27.2,2.4,2.9,29.6,265.0,,,,,,,
"berkeley county, sc",,,,,,,,,,,,,,,,,110406.0,107041.0,123.4,79259.0,3365.0,3.0,
"berkeley county, wv",,,,,,,,,,,,,,,,,58992.0,57259.0,130.9,70829.0,1733.0,2.9,
berks county,4589.0,4781.0,1263.0,13631.0,1060.0,1938.0,-192.0,2323.0,431573.0,10.7,11.1,2.9,2.5,-0.4,5.4,-193.0,,,,,,,
"berks county, pa",,,,,,,,,,,,,,,,,213323.0,204729.0,100.5,72157.0,8594.0,4.0,
berkshire county,921.0,1729.0,-185.0,5280.0,225.0,-829.0,-808.0,40.0,127547.0,7.2,13.5,-1.4,1.8,-6.3,0.3,-61.0,,,,,,,
"berkshire county, ma",,,,,,,,,,,,,,,,,61916.0,59284.0,75.2,71102.0,2632.0,4.3,
bernalillo county,6480.0,7503.0,-3209.0,11215.0,2263.0,-2329.0,-1023.0,-946.0,672957.0,9.6,11.1,-4.8,3.4,-1.5,-1.4,-360.0,,,,,,,
"bernalillo county, nm",,,,,,,,,,,,,,,,,338098.0,325772.0,108.7,65034.0,12326.0,3.6,
berrien county,212.0,279.0,161.0,136.0,0.0,98.0,-67.0,161.0,18215.0,11.7,15.4,8.9,0.0,-3.7,8.9,4.0,,,,,,,
"berrien county, ga",,,,,,,,,,,,,,,,,7752.0,7498.0,67.0,48725.0,254.0,3.3,
"berrien county, mi",,,,,,,,,,,,,,,,,71953.0,68758.0,92.3,61790.0,3195.0,4.4,
bertie county,156.0,311.0,-147.0,1344.0,-1.0,-303.0,-155.0,-148.0,17068.0,9.1,18.1,-8.5,-0.1,-9.0,-8.6,0.0,,,,,,,
"bertie county, nc",,,,,,,,,,,,,,,,,7163.0,6811.0,65.8,44434.0,352.0,4.9,
bethel census area,400.0,168.0,-590.0,485.0,6.0,-335.0,232.0,-584.0,18259.0,21.7,9.1,-32.0,0.3,12.6,-31.7,17.0,,,,,,,
"bethel census area, ak",,,,,,,,,,,,,,,,,6621.0,6007.0,67.0,59011.0,614.0,9.3,
bexar county,26265.0,18298.0,16115.0,40252.0,5258.0,29210.0,7967.0,21373.0,2060191.0,12.8,8.9,7.9,2.6,3.9,10.4,-130.0,,,,,,,
"bexar county, tx",,,,,,,,,,,,,,,,,977978.0,941275.0,91.1,65839.0,36703.0,3.8,
bibb county,236.0,314.0,-303.0,2025.0,1.0,-373.0,-78.0,-302.0,21986.0,10.6,14.2,-13.7,0.0,-3.5,-13.6,7.0,,,,,,,
"bibb county, al",,,,,,,,,,,,,,,,,8688.0,8476.0,91.0,54309.0,212.0,2.4,
"bibb county, ga",,,,,,,,,,,,,,,,,65086.0,62563.0,66.7,48539.0,2523.0,3.9,
bienville parish,165.0,270.0,-75.0,311.0,14.0,-167.0,-105.0,-61.0,12612.0,13.0,21.3,-5.9,1.1,-8.3,-4.8,-1.0,,,,,,,
"bienville parish, la",,,,,,,,,,,,,,,,,5171.0,4955.0,75.4,41807.0,216.0,4.2,
big horn county,155.0,170.0,-43.0,295.0,-2.0,-67.0,-15.0,-45.0,12826.0,12.1,13.2,-3.3,-0.2,-1.2,-3.5,-7.0,,,,,,,
"big horn county, mt",,,,,,,,,,,,,,,,,4647.0,4437.0,72.3,49113.0,210.0,4.5,
"big horn county, wy",,,,,,,,,,,,,,,,,5238.0,5030.0,83.8,59702.0,208.0,4.0,
big stone county,59.0,78.0,2.0,242.0,0.0,-18.0,-19.0,2.0,5149.0,11.4,15.1,0.4,0.0,-3.7,0.4,-1.0,,,,,,,
"big stone county, mn",,,,,,,,,,,,,,,,,2395.0,2320.0,70.2,57821.0,75.0,3.1,
billings county,14.0,8.0,53.0,8.0,0.0,62.0,6.0,53.0,1025.0,14.1,8.0,53.3,0.0,6.0,53.3,3.0,,,,,,,
"billings county, nd",,,,,,,,,,,,,,,,,456.0,448.0,117.3,85947.0,8.0,1.8,
bingham county,664.0,519.0,870.0,503.0,8.0,1044.0,145.0,878.0,49973.0,13.4,10.5,17.6,0.2,2.9,17.8,21.0,,,,,,,
"bingham county, id",,,,,,,,,,,,,,,,,23582.0,22910.0,96.4,70052.0,672.0,2.8,
black hawk county,1611.0,1513.0,-1111.0,4366.0,519.0,-524.0,98.0,-592.0,130052.0,12.4,11.6,-8.5,4.0,0.8,-4.5,-30.0,,,,,,,
"black hawk county, ia",,,,,,,,,,,,,,,,,67499.0,65462.0,89.0,62020.0,2037.0,3.0,
blackford county,127.0,207.0,-46.0,136.0,6.0,-122.0,-80.0,-40.0,11919.0,10.6,17.3,-3.8,0.5,-6.7,-3.3,-2.0,,,,,,,
"blackford county, in",,,,,,,,,,,,,,,,,4753.0,4585.0,82.1,54825.0,168.0,3.5,
bladen county,356.0,559.0,63.0,320.0,-2.0,-153.0,-203.0,61.0,29391.0,12.1,19.0,2.1,-0.1,-6.9,2.1,-11.0,,,,,,,
"bladen county, nc",,,,,,,,,,,,,,,,,14544.0,13907.0,68.1,46002.0,637.0,4.4,
blaine county,198.0,155.0,-24.0,383.0,114.0,119.0,43.0,90.0,24901.0,8.0,6.2,-1.0,4.6,1.7,3.6,-14.0,,,,,,,
"blaine county, id",,,,,,,,,,,,,,,,,13489.0,13136.0,135.9,98707.0,353.0,2.6,
"blaine county, mt",,,,,,,,,,,,,,,,,2201.0,2130.0,78.9,53577.0,71.0,3.2,
"blaine county, ne",,,,,,,,,,,,,,,,,253.0,244.0,78.7,54936.0,9.0,3.6,
"blaine county, ok",,,,,,,,,,,,,,,,,4439.0,4338.0,91.6,54616.0,101.0,2.3,
blair county,1137.0,1884.0,-703.0,4126.0,49.0,-1416.0,-747.0,-654.0,120734.0,9.4,15.5,-5.8,0.4,-6.2,-5.4,-15.0,,,,,,,
"blair county, pa",,,,,,,,,,,,,,,,,58879.0,56422.0,80.6,57884.0,2457.0,4.2,
blanco county,87.0,157.0,570.0,75.0,-2.0,529.0,-70.0,568.0,12411.0,7.2,12.9,46.9,-0.2,-5.8,46.8,31.0,,,,,,,
"blanco county, tx",,,,,,,,,,,,,,,,,7193.0,6991.0,113.8,82236.0,202.0,2.8,
bland county,36.0,102.0,29.0,683.0,0.0,-39.0,-66.0,29.0,6138.0,5.8,16.6,4.7,0.0,-10.7,4.7,-2.0,,,,,,,
"bland county, va",,,,,,,,,,,,,,,,,2774.0,2696.0,64.9,55722.0,78.0,2.8,
bleckley county,123.0,189.0,86.0,826.0,-2.0,9.0,-66.0,84.0,12279.0,10.0,15.4,7.0,-0.2,-5.4,6.8,-9.0,,,,,,,
"bleckley county, ga",,,,,,,,,,,,,,,,,4567.0,4366.0,77.1,56070.0,201.0,4.4,
bledsoe county,133.0,187.0,20.0,1955.0,20.0,-13.0,-54.0,40.0,14824.0,9.0,12.6,1.3,1.3,-3.6,2.7,1.0,,,,,,,
"bledsoe county, tn",,,,,,,,,,,,,,,,,4380.0,4148.0,70.8,46207.0,232.0,5.3,
blount county,693.0,846.0,589.0,616.0,8.0,437.0,-153.0,597.0,59516.0,11.7,14.3,9.9,0.1,-2.6,10.1,-7.0,,,,,,,
"blount county, al",,,,,,,,,,,,,,,,,25685.0,25128.0,101.4,60553.0,557.0,2.2,
"blount county, tn",,,,,,,,,,,,,,,,,65737.0,63686.0,106.9,69713.0,2051.0,3.1,
blue earth county,703.0,618.0,-85.0,4355.0,265.0,223.0,85.0,180.0,69603.0,10.1,8.9,-1.2,3.8,1.2,2.6,-42.0,,,,,,,
"blue earth county, mn",,,,,,,,,,,,,,,,,40269.0,39405.0,82.9,68279.0,864.0,2.1,
boise county,67.0,91.0,212.0,19.0,26.0,227.0,-24.0,238.0,8360.0,8.1,11.0,25.7,3.2,-2.9,28.9,13.0,,,,,,,
"boise county, id",,,,,,,,,,,,,,,,,4016.0,3859.0,102.0,74121.0,157.0,3.9,
bolivar county,404.0,494.0,-672.0,1498.0,3.0,-740.0,-90.0,-669.0,29461.0,13.5,16.6,-22.5,0.1,-3.0,-22.4,19.0,,,,,,,
"bolivar county, ms",,,,,,,,,,,,,,,,,11139.0,10619.0,75.7,39984.0,520.0,4.7,
bollinger county,130.0,164.0,-15.0,223.0,0.0,-55.0,-34.0,-15.0,10531.0,12.3,15.5,-1.4,0.0,-3.2,-1.4,-6.0,,,,,,,
"bollinger county, mo",,,,,,,,,,,,,,,,,5231.0,5089.0,83.3,53932.0,142.0,2.7,
bon homme county,74.0,103.0,90.0,1375.0,3.0,64.0,-29.0,93.0,7064.0,10.5,14.6,12.8,0.4,-4.1,13.2,0.0,,,,,,,
"bon homme county, sd",,,,,,,,,,,,,,,,,2848.0,2795.0,89.2,62963.0,53.0,1.9,
bond county,137.0,214.0,-9.0,2367.0,7.0,-87.0,-77.0,-2.0,16536.0,8.3,12.9,-0.5,0.4,-4.6,-0.1,-8.0,,,,,,,
"bond county, il",,,,,,,,,,,,,,,,,7451.0,7155.0,86.1,66071.0,296.0,4.0,
bonner county,455.0,631.0,1819.0,519.0,38.0,1774.0,-176.0,1857.0,51407.0,9.0,12.5,36.0,0.8,-3.5,36.8,93.0,,,,,,,
"bonner county, id",,,,,,,,,,,,,,,,,22144.0,21296.0,89.3,64860.0,848.0,3.8,
bonneville county,1799.0,1122.0,813.0,1671.0,1.0,1479.0,677.0,814.0,129543.0,14.0,8.7,6.3,0.0,5.3,6.3,-12.0,,,,,,,
"bonneville county, id",,,,,,,,,,,,,,,,,63378.0,61809.0,102.6,74505.0,1569.0,2.5,
boone county,406.0,583.0,568.0,445.0,-4.0,386.0,-177.0,564.0,38280.0,10.7,15.3,14.9,-0.1,-4.6,14.8,-1.0,,,,,,,
"boone county, ar",,,,,,,,,,,,,,,,,15719.0,15278.0,95.5,53025.0,441.0,2.8,
"boone county, ia",,,,,,,,,,,,,,,,,14840.0,14494.0,107.4,74896.0,346.0,2.3,
"boone county, il",,,,,,,,,,,,,,,,,24845.0,23183.0,109.1,83695.0,1662.0,6.7,
"boone county, in",,,,,,,,,,,,,,,,,37946.0,37162.0,154.0,102805.0,784.0,2.1,
"boone county, ky",,,,,,,,,,,,,,,,,71775.0,69447.0,152.4,90265.0,2328.0,3.2,
"boone county, mo",,,,,,,,,,,,,,,,,99229.0,97207.0,98.8,63981.0,2022.0,2.0,
"boone county, ne",,,,,,,,,,,,,,,,,3006.0,2955.0,98.1,68533.0,51.0,1.7,
"boone county, wv",,,,,,,,,,,,,,,,,7164.0,6846.0,86.0,46508.0,318.0,4.4,
borden county,5.0,8.0,-34.0,0.0,0.0,-38.0,-3.0,-34.0,580.0,8.3,13.4,-56.8,0.0,-5.0,-56.8,-1.0,,,,,,,
"borden county, tx",,,,,,,,,,,,,,,,,676.0,663.0,104.0,75186.0,13.0,1.9,
bosque county,197.0,304.0,288.0,211.0,17.0,208.0,-107.0,305.0,18707.0,10.6,16.3,15.5,0.9,-5.8,16.4,10.0,,,,,,,
"bosque county, tx",,,,,,,,,,,,,,,,,8736.0,8410.0,84.5,61048.0,326.0,3.7,
bossier parish,1572.0,1369.0,-662.0,2124.0,306.0,-170.0,203.0,-356.0,129153.0,12.2,10.6,-5.1,2.4,1.6,-2.8,-17.0,,,,,,,
"bossier parish, la",,,,,,,,,,,,,,,,,57717.0,55986.0,115.1,63812.0,1731.0,3.0,
botetourt county,263.0,483.0,315.0,384.0,12.0,102.0,-220.0,327.0,34100.0,7.7,14.2,9.3,0.4,-6.5,9.6,-5.0,,,,,,,
"botetourt county, va",,,,,,,,,,,,,,,,,17646.0,17214.0,94.5,81122.0,432.0,2.4,
bottineau county,75.0,68.0,-75.0,189.0,4.0,-64.0,7.0,-71.0,6384.0,11.7,10.6,-11.7,0.6,1.1,-11.1,0.0,,,,,,,
"bottineau county, nd",,,,,,,,,,,,,,,,,2995.0,2909.0,94.7,69351.0,86.0,2.9,
boulder county,2478.0,2270.0,-538.0,14534.0,819.0,255.0,208.0,281.0,327339.0,7.6,6.9,-1.6,2.5,0.6,0.9,-234.0,,,,,,,
"boulder county, co",,,,,,,,,,,,,,,,,200348.0,195221.0,108.4,96584.0,5127.0,2.6,
boundary county,149.0,177.0,630.0,119.0,25.0,652.0,-28.0,655.0,13272.0,11.5,13.7,48.7,1.9,-2.2,50.6,25.0,,,,,,,
"boundary county, id",,,,,,,,,,,,,,,,,5555.0,5328.0,86.5,62801.0,227.0,4.1,
bourbon county,194.0,223.0,148.0,385.0,-1.0,117.0,-29.0,147.0,14443.0,13.5,15.5,10.3,-0.1,-2.0,10.2,-1.0,,,,,,,
"bourbon county, ks",,,,,,,,,,,,,,,,,6255.0,6039.0,65.3,44954.0,216.0,3.5,
"bourbon county, ky",,,,,,,,,,,,,,,,,9546.0,9202.0,96.0,56879.0,344.0,3.6,
bowie county,1074.0,1356.0,-355.0,5029.0,82.0,-570.0,-282.0,-273.0,91712.0,11.7,14.7,-3.9,0.9,-3.1,-3.0,-15.0,,,,,,,
"bowie county, tx",,,,,,,,,,,,,,,,,38528.0,36726.0,72.6,52460.0,1802.0,4.7,
bowman county,37.0,39.0,2.0,45.0,1.0,-1.0,-2.0,3.0,2899.0,12.8,13.5,0.7,0.3,-0.7,1.0,-2.0,,,,,,,
"bowman county, nd",,,,,,,,,,,,,,,,,1556.0,1531.0,102.9,75386.0,25.0,1.6,
box butte county,110.0,134.0,15.0,129.0,36.0,20.0,-24.0,51.0,10683.0,10.3,12.6,1.4,3.4,-2.2,4.8,-7.0,,,,,,,
"box butte county, ne",,,,,,,,,,,,,,,,,5319.0,5202.0,95.6,66762.0,117.0,2.2,
box elder county,836.0,515.0,1461.0,320.0,19.0,1838.0,321.0,1480.0,61523.0,13.8,8.5,24.1,0.3,5.3,24.4,37.0,,,,,,,
"box elder county, ut",,,,,,,,,,,,,,,,,27627.0,26991.0,89.7,79450.0,636.0,2.3,
boyd county,525.0,834.0,597.0,2444.0,-1.0,302.0,-309.0,596.0,48059.0,11.0,17.4,12.5,0.0,-6.4,12.4,15.0,,,,,,,
"boyd county, ky",,,,,,,,,,,,,,,,,17134.0,16232.0,93.5,55397.0,902.0,5.3,
"boyd county, ne",,,,,,,,,,,,,,,,,1030.0,1008.0,78.0,54443.0,22.0,2.1,
boyle county,309.0,437.0,361.0,2907.0,11.0,247.0,-128.0,372.0,30851.0,10.1,14.2,11.7,0.4,-4.2,12.1,3.0,,,,,,,
"boyle county, ky",,,,,,,,,,,,,,,,,12664.0,12150.0,97.9,57975.0,514.0,4.1,
bracken county,91.0,129.0,36.0,27.0,2.0,-5.0,-38.0,38.0,8435.0,10.8,15.3,4.3,0.2,-4.5,4.5,-5.0,,,,,,,
"bracken county, ky",,,,,,,,,,,,,,,,,3768.0,3603.0,98.4,58301.0,165.0,4.4,
bradford county,306.0,392.0,-718.0,2621.0,-7.0,-754.0,-86.0,-725.0,27296.0,11.1,14.2,-25.9,-0.3,-3.1,-26.2,57.0,,,,,,,
"bradford county, fl",,,,,,,,,,,,,,,,,10954.0,10597.0,83.2,57664.0,357.0,3.3,
"bradford county, pa",,,,,,,,,,,,,,,,,28122.0,27014.0,88.5,63529.0,1108.0,3.9,
bradley county,118.0,163.0,-127.0,207.0,-4.0,-175.0,-45.0,-131.0,10168.0,11.5,15.9,-12.4,-0.4,-4.4,-12.8,1.0,,,,,,,
"bradley county, ar",,,,,,,,,,,,,,,,,4059.0,3863.0,81.0,44982.0,196.0,4.8,
"bradley county, tn",,,,,,,,,,,,,,,,,50472.0,48652.0,96.1,62666.0,1820.0,3.6,
branch county,562.0,571.0,-862.0,1245.0,114.0,-713.0,-9.0,-748.0,44502.0,12.5,12.7,-19.2,2.5,-0.2,-16.7,44.0,,,,,,,
"branch county, mi",,,,,,,,,,,,,,,,,19704.0,18912.0,95.1,63634.0,792.0,4.0,
brantley county,211.0,275.0,138.0,59.0,23.0,91.0,-64.0,161.0,18210.0,11.6,15.1,7.6,1.3,-3.5,8.9,-6.0,,,,,,,
"brantley county, ga",,,,,,,,,,,,,,,,,7388.0,7124.0,69.2,50370.0,264.0,3.6,
braxton county,102.0,214.0,-5.0,436.0,0.0,-126.0,-112.0,-5.0,12170.0,8.3,17.5,-0.4,0.0,-9.2,-0.4,-9.0,,,,,,,
"braxton county, wv",,,,,,,,,,,,,,,,,5076.0,4771.0,80.1,43328.0,305.0,6.0,
brazoria county,4781.0,3392.0,6761.0,9280.0,837.0,9113.0,1389.0,7598.0,388234.0,12.5,8.8,17.6,2.2,3.6,19.8,126.0,,,,,,,
"brazoria county, tx",,,,,,,,,,,,,,,,,184653.0,176191.0,119.3,86197.0,8462.0,4.6,
brazos county,2819.0,1405.0,2097.0,20878.0,887.0,4319.0,1414.0,2984.0,241931.0,11.8,5.9,8.7,3.7,5.9,12.4,-79.0,,,,,,,
"brazos county, tx",,,,,,,,,,,,,,,,,128688.0,124664.0,83.5,60355.0,4024.0,3.1,
breathitt county,140.0,269.0,-57.0,272.0,1.0,-188.0,-129.0,-56.0,13358.0,10.4,20.0,-4.2,0.1,-9.6,-4.2,-3.0,,,,,,,
"breathitt county, ky",,,,,,,,,,,,,,,,,3180.0,2940.0,61.3,36300.0,240.0,7.5,
breckinridge county,246.0,352.0,372.0,294.0,2.0,274.0,-106.0,374.0,20961.0,11.8,16.9,17.9,0.1,-5.1,18.0,6.0,,,,,,,
"breckinridge county, ky",,,,,,,,,,,,,,,,,7896.0,7523.0,88.4,52400.0,373.0,4.7,
bremer county,247.0,265.0,131.0,1571.0,40.0,136.0,-18.0,171.0,25254.0,9.8,10.5,5.2,1.6,-0.7,6.8,-17.0,,,,,,,
"bremer county, ia",,,,,,,,,,,,,,,,,13930.0,13598.0,120.2,83797.0,332.0,2.4,
brevard county,5173.0,9349.0,15452.0,8537.0,913.0,12807.0,-4176.0,16365.0,630707.0,8.3,15.0,24.8,1.5,-6.7,26.2,618.0,,,,,,,
"brevard county, fl",,,,,,,,,,,,,,,,,296446.0,287747.0,108.1,74899.0,8699.0,2.9,
brewster county,85.0,110.0,-145.0,505.0,39.0,-129.0,-25.0,-106.0,9344.0,9.0,11.7,-15.4,4.1,-2.7,-11.3,2.0,,,,,,,
"brewster county, tx",,,,,,,,,,,,,,,,,4218.0,4072.0,72.5,52388.0,146.0,3.5,
briscoe county,10.0,16.0,44.0,0.0,0.0,39.0,-6.0,44.0,1439.0,7.0,11.3,31.0,0.0,-4.2,31.0,1.0,,,,,,,
"briscoe county, tx",,,,,,,,,,,,,,,,,603.0,581.0,73.6,53208.0,22.0,3.6,
bristol bay borough,11.0,11.0,18.0,27.0,8.0,28.0,0.0,26.0,870.0,12.9,12.9,21.0,9.3,0.0,30.4,2.0,,,,,,,
